# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-02-19 11:27:50 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05594000 SHOAL CREEK NEAR BREESE, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05594000
#    DD parameter statistic   Description
#    04   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	04_00060_00003	04_00060_00003_cd
USGS	05594000	2006-08-26	15	A
USGS	05594000	2006-08-27	13	A
USGS	05594000	2006-08-28	12	A
USGS	05594000	2006-08-29	12	A
USGS	05594000	2006-08-30	13	A
USGS	05594000	2006-08-31	56	A
USGS	05594000	2006-09-01	41	A
USGS	05594000	2006-09-02	23	A
USGS	05594000	2006-09-03	17	A
USGS	05594000	2006-09-04	17	A
USGS	05594000	2006-09-05	38	A
USGS	05594000	2006-09-06	30	A
USGS	05594000	2006-09-07	19	A
USGS	05594000	2006-09-08	17	A
USGS	05594000	2006-09-09	23	A
USGS	05594000	2006-09-10	21	A
USGS	05594000	2006-09-11	18	A
USGS	05594000	2006-09-12	16	A
USGS	05594000	2006-09-13	14	A
USGS	05594000	2006-09-14	14	A
USGS	05594000	2006-09-15	17	A
USGS	05594000	2006-09-16	22	A
USGS	05594000	2006-09-17	21	A
USGS	05594000	2006-09-18	26	A
USGS	05594000	2006-09-19	35	A
USGS	05594000	2006-09-20	26	A
USGS	05594000	2006-09-21	18	A
USGS	05594000	2006-09-22	24	A
USGS	05594000	2006-09-23	21	A
USGS	05594000	2006-09-24	15	A
USGS	05594000	2006-09-25	11	A
USGS	05594000	2006-09-26	11	A
USGS	05594000	2006-09-27	9.0	A
USGS	05594000	2006-09-28	6.9	A
USGS	05594000	2006-09-29	6.1	A
USGS	05594000	2006-09-30	5.5	A
USGS	05594000	2006-10-01	5.3	A
USGS	05594000	2006-10-02	4.7	A
USGS	05594000	2006-10-03	4.1	A
USGS	05594000	2006-10-04	4.6	A
USGS	05594000	2006-10-05	8.4	A
USGS	05594000	2006-10-06	6.6	A
USGS	05594000	2006-10-07	4.5	A
USGS	05594000	2006-10-08	3.9	A
USGS	05594000	2006-10-09	4.5	A
USGS	05594000	2006-10-10	4.8	A
USGS	05594000	2006-10-11	4.6	A
USGS	05594000	2006-10-12	4.6	A
USGS	05594000	2006-10-13	4.7	A
USGS	05594000	2006-10-14	5.4	A
USGS	05594000	2006-10-15	7.2	A
USGS	05594000	2006-10-16	24	A
USGS	05594000	2006-10-17	59	A
USGS	05594000	2006-10-18	103	A
USGS	05594000	2006-10-19	116	A
USGS	05594000	2006-10-20	121	A
USGS	05594000	2006-10-21	71	A
USGS	05594000	2006-10-22	43	A
USGS	05594000	2006-10-23	31	A
USGS	05594000	2006-10-24	26	A
USGS	05594000	2006-10-25	21	A
USGS	05594000	2006-10-26	31	A
USGS	05594000	2006-10-27	71	A
USGS	05594000	2006-10-28	147	A
USGS	05594000	2006-10-29	119	A
USGS	05594000	2006-10-30	171	A
USGS	05594000	2006-10-31	147	A
USGS	05594000	2006-11-01	116	A
USGS	05594000	2006-11-02	84	A
USGS	05594000	2006-11-03	71	A
USGS	05594000	2006-11-04	57	A
USGS	05594000	2006-11-05	43	A
USGS	05594000	2006-11-06	32	A
USGS	05594000	2006-11-07	27	A
USGS	05594000	2006-11-08	22	A
USGS	05594000	2006-11-09	19	A
USGS	05594000	2006-11-10	15	A
USGS	05594000	2006-11-11	22	A
USGS	05594000	2006-11-12	27	A
USGS	05594000	2006-11-13	30	A
USGS	05594000	2006-11-14	38	A
USGS	05594000	2006-11-15	49	A
USGS	05594000	2006-11-16	50	A
USGS	05594000	2006-11-17	86	A
USGS	05594000	2006-11-18	126	A
USGS	05594000	2006-11-19	142	A
USGS	05594000	2006-11-20	107	A
USGS	05594000	2006-11-21	94	A
USGS	05594000	2006-11-22	80	A
USGS	05594000	2006-11-23	61	A
USGS	05594000	2006-11-24	47	A
USGS	05594000	2006-11-25	39	A
USGS	05594000	2006-11-26	33	A
USGS	05594000	2006-11-27	30	A
USGS	05594000	2006-11-28	28	A
USGS	05594000	2006-11-29	23	A
USGS	05594000	2006-11-30	57	A:e
USGS	05594000	2006-12-01	630	A:e
USGS	05594000	2006-12-02	1650	A
USGS	05594000	2006-12-03	1930	A
USGS	05594000	2006-12-04	1090	A
USGS	05594000	2006-12-05	614	A
USGS	05594000	2006-12-06	465	A
USGS	05594000	2006-12-07	394	A
USGS	05594000	2006-12-08	346	A
USGS	05594000	2006-12-09	316	A
USGS	05594000	2006-12-10	292	A
USGS	05594000	2006-12-11	280	A
USGS	05594000	2006-12-12	281	A
USGS	05594000	2006-12-13	259	A
USGS	05594000	2006-12-14	303	A
USGS	05594000	2006-12-15	365	A
USGS	05594000	2006-12-16	344	A
USGS	05594000	2006-12-17	316	A
USGS	05594000	2006-12-18	291	A
USGS	05594000	2006-12-19	275	A
USGS	05594000	2006-12-20	268	A
USGS	05594000	2006-12-21	310	A
USGS	05594000	2006-12-22	782	A
USGS	05594000	2006-12-23	1220	A
USGS	05594000	2006-12-24	816	A
USGS	05594000	2006-12-25	575	A
USGS	05594000	2006-12-26	465	A
USGS	05594000	2006-12-27	394	A
USGS	05594000	2006-12-28	346	A
USGS	05594000	2006-12-29	228	A
USGS	05594000	2006-12-30	146	A
USGS	05594000	2006-12-31	157	A
USGS	05594000	2007-01-01	390	A
USGS	05594000	2007-01-02	680	A
USGS	05594000	2007-01-03	440	A
USGS	05594000	2007-01-04	276	A
USGS	05594000	2007-01-05	402	A
USGS	05594000	2007-01-06	849	A
USGS	05594000	2007-01-07	787	A
USGS	05594000	2007-01-08	581	A
USGS	05594000	2007-01-09	505	A
USGS	05594000	2007-01-10	451	A
USGS	05594000	2007-01-11	397	A
USGS	05594000	2007-01-12	278	A
USGS	05594000	2007-01-13	1640	A
USGS	05594000	2007-01-14	2780	A
USGS	05594000	2007-01-15	3300	A
USGS	05594000	2007-01-16	3650	A
USGS	05594000	2007-01-17	4120	A
USGS	05594000	2007-01-18	4760	A
USGS	05594000	2007-01-19	4870	A
USGS	05594000	2007-01-20	2860	A
USGS	05594000	2007-01-21	1380	A
USGS	05594000	2007-01-22	952	A
USGS	05594000	2007-01-23	785	A
USGS	05594000	2007-01-24	664	A
USGS	05594000	2007-01-25	604	A
USGS	05594000	2007-01-26	562	A
USGS	05594000	2007-01-27	513	A
USGS	05594000	2007-01-28	490	A
USGS	05594000	2007-01-29	460	A:e
USGS	05594000	2007-01-30	385	A:e
USGS	05594000	2007-01-31	346	A:e
USGS	05594000	2007-02-01	384	A:e
USGS	05594000	2007-02-02	315	A:e
USGS	05594000	2007-02-03	172	A:e
USGS	05594000	2007-02-04	146	A:e
USGS	05594000	2007-02-05	121	A:e
USGS	05594000	2007-02-06	112	A:e
USGS	05594000	2007-02-07	96	A:e
USGS	05594000	2007-02-08	92	A:e
USGS	05594000	2007-02-09	88	A:e
USGS	05594000	2007-02-10	86	A:e
USGS	05594000	2007-02-11	82	A:e
USGS	05594000	2007-02-12	84	A:e
USGS	05594000	2007-02-13	200	A:e
USGS	05594000	2007-02-14	359	A:e
USGS	05594000	2007-02-15	444	A:e
USGS	05594000	2007-02-16	390	A:e
USGS	05594000	2007-02-17	287	A:e
USGS	05594000	2007-02-18	190	A:e
USGS	05594000	2007-02-19	175	A:e
USGS	05594000	2007-02-20	440	A:e
USGS	05594000	2007-02-21	1030	A
USGS	05594000	2007-02-22	2030	A
USGS	05594000	2007-02-23	2000	A
USGS	05594000	2007-02-24	1420	A
USGS	05594000	2007-02-25	2330	A
USGS	05594000	2007-02-26	2920	A
USGS	05594000	2007-02-27	3290	A
USGS	05594000	2007-02-28	3900	A
USGS	05594000	2007-03-01	3790	A
USGS	05594000	2007-03-02	2090	A
USGS	05594000	2007-03-03	1150	A
USGS	05594000	2007-03-04	867	A
USGS	05594000	2007-03-05	659	A
USGS	05594000	2007-03-06	553	A
USGS	05594000	2007-03-07	490	A
USGS	05594000	2007-03-08	444	A
USGS	05594000	2007-03-09	415	A
USGS	05594000	2007-03-10	398	A
USGS	05594000	2007-03-11	382	A
USGS	05594000	2007-03-12	363	A
USGS	05594000	2007-03-13	345	A
USGS	05594000	2007-03-14	337	A
USGS	05594000	2007-03-15	589	A
USGS	05594000	2007-03-16	1980	A
USGS	05594000	2007-03-17	1140	A
USGS	05594000	2007-03-18	514	A
USGS	05594000	2007-03-19	348	A
USGS	05594000	2007-03-20	289	A
USGS	05594000	2007-03-21	258	A
USGS	05594000	2007-03-22	228	A
USGS	05594000	2007-03-23	214	A
USGS	05594000	2007-03-24	269	A
USGS	05594000	2007-03-25	328	A
USGS	05594000	2007-03-26	299	A
USGS	05594000	2007-03-27	238	A
USGS	05594000	2007-03-28	197	A
USGS	05594000	2007-03-29	179	A
USGS	05594000	2007-03-30	193	A
USGS	05594000	2007-03-31	182	A
USGS	05594000	2007-04-01	182	A
USGS	05594000	2007-04-02	699	A
USGS	05594000	2007-04-03	469	A
USGS	05594000	2007-04-04	475	A
USGS	05594000	2007-04-05	538	A
USGS	05594000	2007-04-06	302	A
USGS	05594000	2007-04-07	214	A
USGS	05594000	2007-04-08	178	A
USGS	05594000	2007-04-09	162	A
USGS	05594000	2007-04-10	150	A
USGS	05594000	2007-04-11	150	A
USGS	05594000	2007-04-12	205	A
USGS	05594000	2007-04-13	306	A
USGS	05594000	2007-04-14	259	A
USGS	05594000	2007-04-15	473	A
USGS	05594000	2007-04-16	919	A
USGS	05594000	2007-04-17	577	A
USGS	05594000	2007-04-18	354	A
USGS	05594000	2007-04-19	276	A
USGS	05594000	2007-04-20	226	A
USGS	05594000	2007-04-21	187	A
USGS	05594000	2007-04-22	165	A
USGS	05594000	2007-04-23	150	A
USGS	05594000	2007-04-24	139	A
USGS	05594000	2007-04-25	135	A
USGS	05594000	2007-04-26	150	A
USGS	05594000	2007-04-27	201	A
USGS	05594000	2007-04-28	221	A
USGS	05594000	2007-04-29	180	A
USGS	05594000	2007-04-30	149	A
USGS	05594000	2007-05-01	135	A
USGS	05594000	2007-05-02	136	A
USGS	05594000	2007-05-03	184	A
USGS	05594000	2007-05-04	242	A
USGS	05594000	2007-05-05	536	A
USGS	05594000	2007-05-06	520	A
USGS	05594000	2007-05-07	304	A
USGS	05594000	2007-05-08	191	A
USGS	05594000	2007-05-09	189	A
USGS	05594000	2007-05-10	223	A
USGS	05594000	2007-05-11	170	A
USGS	05594000	2007-05-12	145	A
USGS	05594000	2007-05-13	128	A
USGS	05594000	2007-05-14	113	A
USGS	05594000	2007-05-15	100	A
USGS	05594000	2007-05-16	102	A
USGS	05594000	2007-05-17	110	A
USGS	05594000	2007-05-18	124	A
USGS	05594000	2007-05-19	90	A
USGS	05594000	2007-05-20	74	A
USGS	05594000	2007-05-21	65	A
USGS	05594000	2007-05-22	59	A
USGS	05594000	2007-05-23	54	A
USGS	05594000	2007-05-24	50	A
USGS	05594000	2007-05-25	50	A
USGS	05594000	2007-05-26	55	A
USGS	05594000	2007-05-27	51	A
USGS	05594000	2007-05-28	63	A
USGS	05594000	2007-05-29	88	A
USGS	05594000	2007-05-30	67	A
USGS	05594000	2007-05-31	59	A
USGS	05594000	2007-06-01	52	A
USGS	05594000	2007-06-02	48	A
USGS	05594000	2007-06-03	58	A
USGS	05594000	2007-06-04	103	A
USGS	05594000	2007-06-05	73	A
USGS	05594000	2007-06-06	60	A
USGS	05594000	2007-06-07	57	A
USGS	05594000	2007-06-08	54	A
USGS	05594000	2007-06-09	47	A
USGS	05594000	2007-06-10	39	A
USGS	05594000	2007-06-11	35	A
USGS	05594000	2007-06-12	33	A
USGS	05594000	2007-06-13	32	A
USGS	05594000	2007-06-14	30	A
USGS	05594000	2007-06-15	29	A
USGS	05594000	2007-06-16	27	A
USGS	05594000	2007-06-17	25	A
USGS	05594000	2007-06-18	23	A
USGS	05594000	2007-06-19	21	A
USGS	05594000	2007-06-20	21	A
USGS	05594000	2007-06-21	21	A
USGS	05594000	2007-06-22	20	A
USGS	05594000	2007-06-23	21	A
USGS	05594000	2007-06-24	37	A
USGS	05594000	2007-06-25	62	A
USGS	05594000	2007-06-26	294	A
USGS	05594000	2007-06-27	182	A
USGS	05594000	2007-06-28	112	A
USGS	05594000	2007-06-29	85	A
USGS	05594000	2007-06-30	75	A
USGS	05594000	2007-07-01	91	A
USGS	05594000	2007-07-02	66	A
USGS	05594000	2007-07-03	50	A
USGS	05594000	2007-07-04	44	A
USGS	05594000	2007-07-05	48	A
USGS	05594000	2007-07-06	65	A
USGS	05594000	2007-07-07	39	A
USGS	05594000	2007-07-08	72	A
USGS	05594000	2007-07-09	47	A
USGS	05594000	2007-07-10	34	A
USGS	05594000	2007-07-11	68	A
USGS	05594000	2007-07-12	43	A
USGS	05594000	2007-07-13	27	A
USGS	05594000	2007-07-14	23	A
USGS	05594000	2007-07-15	22	A
USGS	05594000	2007-07-16	19	A
USGS	05594000	2007-07-17	18	A
USGS	05594000	2007-07-18	22	A
USGS	05594000	2007-07-19	23	A
USGS	05594000	2007-07-20	28	A
USGS	05594000	2007-07-21	50	A
USGS	05594000	2007-07-22	64	A
USGS	05594000	2007-07-23	36	A
USGS	05594000	2007-07-24	26	A
USGS	05594000	2007-07-25	19	A
USGS	05594000	2007-07-26	15	A
USGS	05594000	2007-07-27	15	A
USGS	05594000	2007-07-28	16	A
USGS	05594000	2007-07-29	16	A
USGS	05594000	2007-07-30	16	A
USGS	05594000	2007-07-31	12	A
USGS	05594000	2007-08-01	13	A
USGS	05594000	2007-08-02	13	A
USGS	05594000	2007-08-03	14	A
USGS	05594000	2007-08-04	15	A
USGS	05594000	2007-08-05	14	A
USGS	05594000	2007-08-06	14	A
USGS	05594000	2007-08-07	12	A
USGS	05594000	2007-08-08	12	A
USGS	05594000	2007-08-09	10	A
USGS	05594000	2007-08-10	8.8	A
USGS	05594000	2007-08-11	9.7	A
USGS	05594000	2007-08-12	10	A
USGS	05594000	2007-08-13	9.0	A
USGS	05594000	2007-08-14	8.3	A
USGS	05594000	2007-08-15	8.0	A
USGS	05594000	2007-08-16	7.5	A
USGS	05594000	2007-08-17	7.2	A
USGS	05594000	2007-08-18	7.3	A
USGS	05594000	2007-08-19	7.3	A
USGS	05594000	2007-08-20	7.7	A
USGS	05594000	2007-08-21	6.8	A
USGS	05594000	2007-08-22	7.6	A
USGS	05594000	2007-08-23	7.9	A
USGS	05594000	2007-08-24	8.0	A
USGS	05594000	2007-08-25	10	A
USGS	05594000	2007-08-26	12	A:e
USGS	05594000	2007-08-27	13	A:e
USGS	05594000	2007-08-28	11	A:e
USGS	05594000	2007-08-29	11	A:e
USGS	05594000	2007-08-30	12	A:e
USGS	05594000	2007-08-31	11	A:e
USGS	05594000	2007-09-01	10	A:e
USGS	05594000	2007-09-02	8.8	A:e
USGS	05594000	2007-09-03	7.9	A:e
USGS	05594000	2007-09-04	7.2	A:e
USGS	05594000	2007-09-05	7.0	A:e
USGS	05594000	2007-09-06	10	A:e
USGS	05594000	2007-09-07	13	A:e
USGS	05594000	2007-09-08	22	A
USGS	05594000	2007-09-09	53	A
USGS	05594000	2007-09-10	10	A
USGS	05594000	2007-09-11	6.1	A
USGS	05594000	2007-09-12	6.4	A
USGS	05594000	2007-09-13	7.6	A
USGS	05594000	2007-09-14	8.3	A
USGS	05594000	2007-09-15	9.0	A
USGS	05594000	2007-09-16	6.5	A
USGS	05594000	2007-09-17	5.5	A
USGS	05594000	2007-09-18	3.8	A
USGS	05594000	2007-09-19	3.5	A
USGS	05594000	2007-09-20	4.1	A
USGS	05594000	2007-09-21	4.1	A
USGS	05594000	2007-09-22	4.0	A
USGS	05594000	2007-09-23	3.6	A
USGS	05594000	2007-09-24	2.9	A
USGS	05594000	2007-09-25	3.7	A
USGS	05594000	2007-09-26	4.6	A
USGS	05594000	2007-09-27	4.8	A
USGS	05594000	2007-09-28	3.7	A
USGS	05594000	2007-09-29	3.4	A
USGS	05594000	2007-09-30	3.2	A
USGS	05594000	2007-10-01	2.6	A
USGS	05594000	2007-10-02	2.2	A
USGS	05594000	2007-10-03	2.6	A
USGS	05594000	2007-10-04	2.2	A
USGS	05594000	2007-10-05	2.3	A
USGS	05594000	2007-10-06	2.6	A
USGS	05594000	2007-10-07	2.7	A
USGS	05594000	2007-10-08	3.9	A
USGS	05594000	2007-10-09	9.3	A
USGS	05594000	2007-10-10	8.2	A
USGS	05594000	2007-10-11	7.2	A
USGS	05594000	2007-10-12	6.2	A
USGS	05594000	2007-10-13	4.7	A
USGS	05594000	2007-10-14	4.8	A
USGS	05594000	2007-10-15	4.9	A
USGS	05594000	2007-10-16	7.8	A
USGS	05594000	2007-10-17	8.7	A
USGS	05594000	2007-10-18	17	A
USGS	05594000	2007-10-19	21	A
USGS	05594000	2007-10-20	21	A:e
USGS	05594000	2007-10-21	17	A:e
USGS	05594000	2007-10-22	15	A:e
USGS	05594000	2007-10-23	14	A:e
USGS	05594000	2007-10-24	12	A:e
USGS	05594000	2007-10-25	10	A:e
USGS	05594000	2007-10-26	8.5	A:e
USGS	05594000	2007-10-27	7.5	A:e
USGS	05594000	2007-10-28	6.7	A:e
USGS	05594000	2007-10-29	6.4	A:e
USGS	05594000	2007-10-30	6.4	A:e
USGS	05594000	2007-10-31	6.4	A:e
USGS	05594000	2007-11-01	6.7	A:e
USGS	05594000	2007-11-02	7.0	A:e
USGS	05594000	2007-11-03	7.6	A:e
USGS	05594000	2007-11-04	8.4	A:e
USGS	05594000	2007-11-05	9.5	A:e
USGS	05594000	2007-11-06	9.0	A:e
USGS	05594000	2007-11-07	8.6	A:e
USGS	05594000	2007-11-08	8.0	A:e
USGS	05594000	2007-11-09	7.6	A:e
USGS	05594000	2007-11-10	7.2	A:e
USGS	05594000	2007-11-11	7.0	A:e
USGS	05594000	2007-11-12	8.0	A:e
USGS	05594000	2007-11-13	10	A:e
USGS	05594000	2007-11-14	12	A:e
USGS	05594000	2007-11-15	16	A:e
USGS	05594000	2007-11-16	23	A:e
USGS	05594000	2007-11-17	27	A:e
USGS	05594000	2007-11-18	25	A:e
USGS	05594000	2007-11-19	22	A:e
USGS	05594000	2007-11-20	18	A:e
USGS	05594000	2007-11-21	14	A:e
USGS	05594000	2007-11-22	12	A:e
USGS	05594000	2007-11-23	12	A:e
USGS	05594000	2007-11-24	12	A:e
USGS	05594000	2007-11-25	14	A:e
USGS	05594000	2007-11-26	17	A:e
USGS	05594000	2007-11-27	20	A:e
USGS	05594000	2007-11-28	21	A:e
USGS	05594000	2007-11-29	18	A:e
USGS	05594000	2007-11-30	16	A:e
USGS	05594000	2007-12-01	15	A:e
USGS	05594000	2007-12-02	14	A:e
USGS	05594000	2007-12-03	14	A:e
USGS	05594000	2007-12-04	13	A:e
USGS	05594000	2007-12-05	13	A:e
USGS	05594000	2007-12-06	13	A:e
USGS	05594000	2007-12-07	13	A:e
USGS	05594000	2007-12-08	15	A:e
USGS	05594000	2007-12-09	18	A:e
USGS	05594000	2007-12-10	21	A:e
USGS	05594000	2007-12-11	24	A:e
USGS	05594000	2007-12-12	21	A:e
USGS	05594000	2007-12-13	20	A:e
USGS	05594000	2007-12-14	20	A:e
USGS	05594000	2007-12-15	25	A:e
USGS	05594000	2007-12-16	27	A:e
USGS	05594000	2007-12-17	22	A:e
USGS	05594000	2007-12-18	18	A:e
USGS	05594000	2007-12-19	15	A:e
USGS	05594000	2007-12-20	13	A:e
USGS	05594000	2007-12-21	13	A:e
USGS	05594000	2007-12-22	13	A:e
USGS	05594000	2007-12-23	15	A:e
USGS	05594000	2007-12-24	19	A:e
USGS	05594000	2007-12-25	25	A:e
USGS	05594000	2007-12-26	26	A:e
USGS	05594000	2007-12-27	22	A:e
USGS	05594000	2007-12-28	20	A:e
USGS	05594000	2007-12-29	18	A:e
USGS	05594000	2007-12-30	16	A:e
USGS	05594000	2007-12-31	15	A:e
USGS	05594000	2008-01-01	15	A:e
USGS	05594000	2008-01-02	14	A:e
USGS	05594000	2008-01-03	14	A:e
USGS	05594000	2008-01-04	13	A:e
USGS	05594000	2008-01-05	13	A:e
USGS	05594000	2008-01-06	13	A:e
USGS	05594000	2008-01-07	13	A:e
USGS	05594000	2008-01-08	60	A:e
USGS	05594000	2008-01-09	180	A:e
USGS	05594000	2008-01-10	300	A:e
USGS	05594000	2008-01-11	111	A
USGS	05594000	2008-01-12	75	A
USGS	05594000	2008-01-13	59	A
USGS	05594000	2008-01-14	51	A
USGS	05594000	2008-01-15	41	A
USGS	05594000	2008-01-16	36	A
USGS	05594000	2008-01-17	32	A
USGS	05594000	2008-01-18	28	A
USGS	05594000	2008-01-19	22	A
USGS	05594000	2008-01-20	22	A
USGS	05594000	2008-01-21	20	A
USGS	05594000	2008-01-22	19	A
USGS	05594000	2008-01-23	18	A
USGS	05594000	2008-01-24	17	A
USGS	05594000	2008-01-25	16	A
USGS	05594000	2008-01-26	15	A
USGS	05594000	2008-01-27	14	A:e
USGS	05594000	2008-01-28	13	A:e
USGS	05594000	2008-01-29	13	A:e
USGS	05594000	2008-01-30	13	A:e
USGS	05594000	2008-01-31	16	A:e
USGS	05594000	2008-02-01	18	A:e
USGS	05594000	2008-02-02	20	A:e
USGS	05594000	2008-02-03	22	A:e
USGS	05594000	2008-02-04	32	A:e
USGS	05594000	2008-02-05	268	A
USGS	05594000	2008-02-06	2420	A
USGS	05594000	2008-02-07	2880	A
USGS	05594000	2008-02-08	3150	A
USGS	05594000	2008-02-09	3700	A
USGS	05594000	2008-02-10	3010	A
USGS	05594000	2008-02-11	1200	A
USGS	05594000	2008-02-12	596	A
USGS	05594000	2008-02-13	350	A:e
USGS	05594000	2008-02-14	270	A:e
USGS	05594000	2008-02-15	220	A:e
USGS	05594000	2008-02-16	170	A:e
USGS	05594000	2008-02-17	657	A
USGS	05594000	2008-02-18	1820	A
USGS	05594000	2008-02-19	2100	A
USGS	05594000	2008-02-20	1130	A
USGS	05594000	2008-02-21	596	A
USGS	05594000	2008-02-22	351	A
USGS	05594000	2008-02-23	301	A
USGS	05594000	2008-02-24	272	A
USGS	05594000	2008-02-25	220	A
USGS	05594000	2008-02-26	235	A
USGS	05594000	2008-02-27	324	A
USGS	05594000	2008-02-28	449	A
USGS	05594000	2008-02-29	322	A
USGS	05594000	2008-03-01	280	A
USGS	05594000	2008-03-02	305	A
USGS	05594000	2008-03-03	432	A
USGS	05594000	2008-03-04	1630	A
USGS	05594000	2008-03-05	2240	A
USGS	05594000	2008-03-06	1770	A
USGS	05594000	2008-03-07	1370	A
USGS	05594000	2008-03-08	917	A
USGS	05594000	2008-03-09	627	A
USGS	05594000	2008-03-10	434	A
USGS	05594000	2008-03-11	340	A
USGS	05594000	2008-03-12	300	A
USGS	05594000	2008-03-13	276	A
USGS	05594000	2008-03-14	254	A
USGS	05594000	2008-03-15	230	A
USGS	05594000	2008-03-16	213	A
USGS	05594000	2008-03-17	193	A
USGS	05594000	2008-03-18	975	A
USGS	05594000	2008-03-19	3650	A
USGS	05594000	2008-03-20	4040	A
USGS	05594000	2008-03-21	6140	A
USGS	05594000	2008-03-22	8930	A
USGS	05594000	2008-03-23	7940	A
USGS	05594000	2008-03-24	4690	A
USGS	05594000	2008-03-25	2040	A
USGS	05594000	2008-03-26	1140	A
USGS	05594000	2008-03-27	2680	A
USGS	05594000	2008-03-28	3320	A
USGS	05594000	2008-03-29	3480	A
USGS	05594000	2008-03-30	3850	A
USGS	05594000	2008-03-31	4070	A
USGS	05594000	2008-04-01	3760	A
USGS	05594000	2008-04-02	3450	A
USGS	05594000	2008-04-03	3610	A
USGS	05594000	2008-04-04	3920	A
USGS	05594000	2008-04-05	3960	A
USGS	05594000	2008-04-06	2840	A
USGS	05594000	2008-04-07	1520	A
USGS	05594000	2008-04-08	986	A
USGS	05594000	2008-04-09	693	A
USGS	05594000	2008-04-10	1680	A
USGS	05594000	2008-04-11	3310	A
USGS	05594000	2008-04-12	3680	A
USGS	05594000	2008-04-13	4960	A
USGS	05594000	2008-04-14	6150	A
USGS	05594000	2008-04-15	4410	A
USGS	05594000	2008-04-16	2070	A
USGS	05594000	2008-04-17	1090	A
USGS	05594000	2008-04-18	725	A
USGS	05594000	2008-04-19	554	A
USGS	05594000	2008-04-20	508	A
USGS	05594000	2008-04-21	459	A
USGS	05594000	2008-04-22	377	A
USGS	05594000	2008-04-23	335	A
USGS	05594000	2008-04-24	295	A
USGS	05594000	2008-04-25	264	A
USGS	05594000	2008-04-26	246	A
USGS	05594000	2008-04-27	471	A
USGS	05594000	2008-04-28	376	A
USGS	05594000	2008-04-29	275	A
USGS	05594000	2008-04-30	229	A
USGS	05594000	2008-05-01	200	A
USGS	05594000	2008-05-02	179	A
USGS	05594000	2008-05-03	177	A
USGS	05594000	2008-05-04	296	A
USGS	05594000	2008-05-05	230	A
USGS	05594000	2008-05-06	185	A
USGS	05594000	2008-05-07	195	A
USGS	05594000	2008-05-08	1380	A
USGS	05594000	2008-05-09	2790	A
USGS	05594000	2008-05-10	2980	A
USGS	05594000	2008-05-11	2990	A
USGS	05594000	2008-05-12	3080	A
USGS	05594000	2008-05-13	3250	A
USGS	05594000	2008-05-14	3260	A
USGS	05594000	2008-05-15	2140	A
USGS	05594000	2008-05-16	1260	A
USGS	05594000	2008-05-17	998	A
USGS	05594000	2008-05-18	703	A
USGS	05594000	2008-05-19	474	A
USGS	05594000	2008-05-20	369	A
USGS	05594000	2008-05-21	298	A
USGS	05594000	2008-05-22	259	A
USGS	05594000	2008-05-23	230	A
USGS	05594000	2008-05-24	209	A
USGS	05594000	2008-05-25	255	A
USGS	05594000	2008-05-26	2480	A
USGS	05594000	2008-05-27	3280	A
USGS	05594000	2008-05-28	4060	A
USGS	05594000	2008-05-29	5550	A
USGS	05594000	2008-05-30	6350	A
USGS	05594000	2008-05-31	4740	A
USGS	05594000	2008-06-01	2680	A
USGS	05594000	2008-06-02	1820	A
USGS	05594000	2008-06-03	936	A
USGS	05594000	2008-06-04	1750	A
USGS	05594000	2008-06-05	2160	A
USGS	05594000	2008-06-06	1890	A
USGS	05594000	2008-06-07	3140	A
USGS	05594000	2008-06-08	3450	A
USGS	05594000	2008-06-09	3540	A
USGS	05594000	2008-06-10	2450	A
USGS	05594000	2008-06-11	1250	A
USGS	05594000	2008-06-12	777	A
USGS	05594000	2008-06-13	433	A
USGS	05594000	2008-06-14	290	A
USGS	05594000	2008-06-15	233	A
USGS	05594000	2008-06-16	198	A
USGS	05594000	2008-06-17	167	A
USGS	05594000	2008-06-18	150	A
USGS	05594000	2008-06-19	136	A
USGS	05594000	2008-06-20	124	A
USGS	05594000	2008-06-21	117	A
USGS	05594000	2008-06-22	113	A
USGS	05594000	2008-06-23	112	A
USGS	05594000	2008-06-24	101	A
USGS	05594000	2008-06-25	94	A
USGS	05594000	2008-06-26	87	A
USGS	05594000	2008-06-27	82	A
USGS	05594000	2008-06-28	75	A
USGS	05594000	2008-06-29	1130	A
USGS	05594000	2008-06-30	1230	A
USGS	05594000	2008-07-01	556	A
USGS	05594000	2008-07-02	314	A
USGS	05594000	2008-07-03	380	A
USGS	05594000	2008-07-04	1210	A
USGS	05594000	2008-07-05	698	A
